Regulation,Language,Model,FAISS_FileName,Question_No,Question,Chunk_No,Chunk
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,1,Warum muss die Verwendung künstlicher Intelligenz reguliert werden?,0,"Answer_No: 1
 Content: Die KI-Verordnung der EU ist die weltweit erste umfassende gesetzliche Regelung für KI. Ziel ist es, die Risiken für die Gesundheit, die Sicherheit und die Grundrechte zu mindern. Die Vorschriften schützen auch die Demokratie, die Rechtsstaatlichkeit und die Umwelt.
Die Einführung von KI-Systemen verspricht große gesellschaftliche Vorteile, mehr Wirtschaftswachstum und Innovation und eine gesteigerte weltweite Wettbewerbsfähigkeit der EU. In bestimmten Fällen können jedoch die besonderen Merkmale bestimmter KI-Systeme neue Risiken in Bezug auf die Sicherheit der Nutzer – auch ihre körperliche Unversehrtheit – und die Wahrung der Grundrechte mit sich bringen. Einige leistungsstarke und weitverbreitete KI-Modelle könnten sogar systemische Risiken bergen.
Dies führt zu Rechtsunsicherheit und – mangels Vertrauens – zu einer möglicherweise langsameren Verwendung von KI-Technik durch Behörden, Unternehmen und Bürger. Unterschiedliche Regulierungsmaßnahmen nationaler Behörden könnten zu einer Fragmentierung des Binnenmarkts führen.
Zur Bewältigung dieser Herausforderungen waren gesetzgeberische Maßnahmen nötig geworden, um einen gut funktionierenden Binnenmarkt für KI-Systeme zu ermöglichen, der sowohl die Vorteile als auch die Risiken angemessen berücksichtigt."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,2,Für wen wird die KI-Verordnung gelten?,1,"Answer_No: 2
 Content: Der Rechtsrahmen wird sowohl für öffentliche als auch für private Akteure innerhalb und außerhalb der EU gelten, sofern das KI-System in der Union in Verkehr gebracht wird oder seine Verwendung Auswirkungen auf Menschen in der EU hat.
Die Verpflichtungen gelten sowohl für Anbieter (z. B. Entwickler eines Auswertungsprogramms für Lebensläufe) als auch Betreiber von KI-Systemen (z. B. eine Bank, die ein solches Auswertungsprogramm anschafft). Es gibt auch bestimmte Ausnahmen von den Vorschriften der Verordnung. So werden Forschungs- und Entwicklungstätigkeiten und Erprobungen von Prototypen, die vor dem Inverkehrbringen eines KI-Systems stattfinden, nicht von diesen Vorschriften erfasst. Ausgenommen sind auch KI-Systeme, die ausschließlich für militärische Zwecke, Verteidigungszwecke oder Zwecke der nationalen Sicherheit konzipiert sind, unabhängig von der Art der Einrichtung, die diese Tätigkeiten ausübt."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,3,Welche Risikoeinstufungen gibt es?,2,"Answer_No: 3
 Content: Mit der KI-Verordnung wird ein einheitlicher Rahmen für alle EU-Mitgliedstaaten eingeführt, der auf einer zukunftsgewandten Begriffsbestimmung für KI und einem risikobasierten Ansatz beruht: 
Unannehmbares Risiko: Eine sehr begrenzte Zahl besonders schädlicher KI-Anwendungen, die gegen die EU-Werte verstoßen, weil sie Grundrechte verletzen, wird ganz verboten:"
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,3,Welche Risikoeinstufungen gibt es?,3,"Answer_No: 3
 Content: Ausnutzung der Schutzbedürftigkeit von Personen, Manipulation und Einsatz von Techniken zur unterschwelligen Beeinflussung; 
Bewertung des sozialen Verhaltens (Social Scoring) für öffentliche und private Zwecke; 
individuelle vorausschauende polizeiliche Überwachung, die ausschließlich auf der Erstellung von Personenprofilen beruht; 
ungezielte Auswertung von Gesichtsbildern aus dem Internet oder von Überwachungsaufnahmen, um Datenbanken aufzubauen oder zu erweitern; 
Emotionserkennung am Arbeitsplatz und in Bildungseinrichtungen, außer zu medizinischen oder sicherheitstechnischen Zwecken (z. B. Überwachung der Müdigkeit eines Piloten); 
biometrische Kategorisierung natürlicher Personen, um daraus die ethnische Herkunft, politische Auffassungen, die Zugehörigkeit zu einer Gewerkschaft, religiöse oder weltanschauliche Überzeugungen oder die sexuelle Orientierung abzuleiten. Eine Kennzeichnung oder Filterung von Datensätzen und die Kategorisierung von Daten im Bereich der Strafverfolgung sind aber weiterhin möglich; 
biometrische Echtzeit-Fernidentifizierung im öffentlich zugänglichen Raum durch Strafverfolgungsbehörden, mit eng abgesteckten Ausnahmen (siehe unten).
Die Kommission wird Leitlinien zu den Verboten herausgeben, bevor sie am 2. Februar 2025 in Kraft treten.
Hohes Risiko: Eine begrenzte Zahl von KI-Systemen, die in der Verordnung definiert werden und sich potenziell nachteilig auf die Sicherheit der Menschen oder ihre (durch die Charta der Grundrechte der Europäischen Union geschützten) Grundrechte auswirken, gilt als mit einem hohen Risiko behaftet. Der KI-Verordnung ist die Liste der Hochrisiko-KI-Systeme beigefügt, die überarbeitet werden kann, um sie an die Entwicklung der KI-Anwendungsfälle anzupassen.
Zu solchen Systemen gehören auch Sicherheitsbauteile von Produkten, die unter sektorale Rechtsvorschriften der Union fallen. Es wird stets davon ausgegangen, dass von ihnen ein hohes Risiko ausgeht, wenn sie gemäß diesen sektoralen Rechtsvorschriften einer Konformitätsbewertung durch Dritte unterzogen werden müssen."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,3,Welche Risikoeinstufungen gibt es?,4,"Answer_No: 3
 Content: Zu solchen Hochrisiko-KI-Systemen gehören beispielsweise KI-Systeme, mit denen bewertet wird, ob jemand eine bestimmte medizinische Behandlung erhalten kann, für einen bestimmten Arbeitsplatz geeignet ist oder ein Darlehen für den Kauf einer Wohnung erhalten soll.  Andere Hochrisiko-KI-Systeme werden von der Polizei zur Erstellung von Personenprofilen oder zur Bewertung des Risikos, dass eine Straftat begangen wird, eingesetzt (sofern diese nicht nach Artikel 5 verboten sind). Außerdem können auch KI-Systeme, mit denen Roboter, Drohnen oder Medizinprodukte betrieben werden, als Hochrisiko-Systeme eingestuft werden.
Besondere Transparenzverpflichtungen: Zur Stärkung des Vertrauens ist es wichtig, für Transparenz beim Einsatz von KI zu sorgen. Deshalb werden mit der KI-Verordnung für bestimmte KI-Anwendungen besondere Transparenzverpflichtungen eingeführt, z. B. wenn eine klare Manipulationsgefahr besteht (etwa bei der Verwendung von Chatbots oder Deepfakes). Den Nutzern sollte stets bewusst sein, dass sie es mit einer Maschine zu tun haben. 
Minimales Risiko: Die meisten KI-Systeme können unter Einhaltung des allgemein geltenden Rechts entwickelt und verwendet werden, d. h. ohne Beachtung zusätzlicher gesetzlicher Verpflichtungen. Anbieter solcher Systeme können aber freiwillig die Anforderungen an vertrauenswürdige KI anwenden und freiwillige Verhaltenskodizes einhalten.
Außerdem wird in der KI-Verordnung auf systemische Risiken eingegangen, die sich aus KI-Modellen mit allgemeinem Verwendungszweck ergeben können, zu denen auch große generative KI-Modelle gehören. Solche Modelle können für vielfältige Aufgaben eingesetzt werden und bilden die Grundlage für viele KI-Systeme in der EU. Einige davon könnten systemische Risiken bergen, wenn sie sich als besonders leistungsfähig erweisen oder eine weite Verbreitung finden. Solche leistungsfähigen Modelle könnten beispielsweise schwere Unfälle verursachen oder für weitreichende Cyberangriffe missbraucht werden. Auch wenn ein Modell schädliche Verzerrungen hervorbringt, die in zahlreichen Anwendungen zum Tragen kommen, wären davon viele Menschen betroffen."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,4,"Wie erfahre ich, ob ein KI-System mit hohem Risiko behaftet ist?",5,"Answer_No: 4
 Content: Die KI-Verordnung sieht eine solide Methodik für die Einstufung von KI-Systemen als hochriskant vor. Dadurch soll Rechtssicherheit für Unternehmen und andere Akteure geschaffen werden.
Die Risikoeinstufung beruht auf der Zweckbestimmung des KI-Systems entsprechend den bestehenden EU-Produktsicherheitsvorschriften. Dies bedeutet, dass die Risikoeinstufung von der Funktion des KI-Systems, von seinem konkreten Zweck und seinen Verwendungsmodalitäten abhängt.
KI-Systeme können in zwei Fällen als hochriskant eingestuft werden: 
Wenn KI-Systeme als Sicherheitsbauteile in Produkte eingebettet sind, die unter bestehende Produktvorschriften (Anhang I) fallen, oder selbst solche Produkte darstellen. Dies könnte beispielsweise bei KI-gestützter medizinischer Software der Fall sein. 
Wenn KI-Systeme für einen der in Anhang III der KI-Verordnung aufgeführten Anwendungsfälle mit hohem Risiko bestimmt sind. Diese Liste enthält Anwendungsfälle aus Bereichen wie Bildung, Beschäftigung, Strafverfolgung oder Migration. 
Die Kommission arbeitet derzeit Leitlinien für die Hochrisiko-Einstufung aus, die sie vor dem Geltungsbeginn dieser Vorschriften veröffentlichen wird."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,5,Gibt es Beispiele für die in Anhang III genannten Anwendungsfälle mit hohem Risiko?,6,"Answer_No: 5
 Content: Anhang III enthält acht Bereiche, in denen der Einsatz von KI besonders problematisch sein kann, und konkrete Anwendungsfälle für jeden dieser Bereiche. Ein KI-System wird als hochriskant eingestuft, wenn es für einen dieser Anwendungsfälle bestimmt ist.
Beispiele hierfür sind:
KI-Systeme, die als Sicherheitsbauteile in bestimmten kritischen Infrastrukturen verwendet werden, z. B. in Bereichen wie Straßenverkehr und Wasser-, Gas-, Wärme- und Stromversorgung;
KI-Systeme, die in der allgemeinen und beruflichen Bildung verwendet werden, z. B. zur Bewertung von Lernergebnissen, zur Steuerung des Lernprozesses und zur Überwachung von Prüfungsbetrug;
KI-Systeme, die in Beschäftigung und Personalmanagement verwendet werden oder Zugang zu selbstständiger Erwerbstätigkeit geben, z. B. Veröffentlichung gezielter Stellenanzeigen, Analyse und Filterung von Bewerbungen sowie Bewertung von Bewerbern;
KI-Systeme für den Zugang zu wichtigen privaten und öffentlichen Dienstleistungen und zu Sozialleistungen (z. B. Gesundheitsversorgung), für die Bewertung der Kreditwürdigkeit natürlicher Personen sowie die Risikobewertung und Preisfestsetzung im Zusammenhang mit Lebens- und Krankenversicherungen;
KI-Systeme, die in den Bereichen Strafverfolgung, Migration und Grenzkontrolle eingesetzt werden, soweit sie nicht ohnehin verboten sind, sowie Systeme für die Justizverwaltung und demokratische Prozesse;
KI-Systeme, die zur biometrischen Identifizierung, biometrischen Kategorisierung und Emotionserkennung verwendet werden, soweit sie nicht verboten sind."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,6,Welche Pflichten haben Anbieter von KI-Systemen mit hohem Risiko?,7,"Answer_No: 6
 Content: Bevor Hochrisiko-KI-Systeme in der EU in Verkehr gebracht oder anderweitig in Betrieb genommen werden dürfen, müssen die Anbieter ihr System einer Konformitätsbewertung unterziehen. Damit können sie nachweisen, dass ihr System den verbindlichen Anforderungen an vertrauenswürdige KI entspricht (z. B. in Bezug auf Datenqualität, Dokumentation und Rückverfolgbarkeit, Transparenz, menschliche Aufsicht, Genauigkeit, Cybersicherheit und Robustheit). Diese Bewertung muss erneut durchgeführt werden, wenn das System selbst oder sein Zweck wesentlich verändert wird.
Bei KI-Systemen, die Sicherheitsbauteile von Produkten sind, die unter sektorale Rechtsvorschriften der EU fallen, wird stets davon ausgegangen, dass von ihnen ein hohes Risiko ausgeht, wenn sie gemäß diesen sektoralen Rechtsvorschriften einer Konformitätsbewertung durch Dritte unterzogen werden müssen. Auch bei allen biometrischen Systemen ist unabhängig von ihrer Verwendung eine Konformitätsbewertung durch Dritte erforderlich.
Außerdem müssen Anbieter von Hochrisiko-KI-Systemen Qualitäts- und Risikomanagementsysteme einführen, um die Einhaltung der neuen Anforderungen sicherzustellen und die Risiken für Nutzer und betroffene Personen zu minimieren, auch nachdem ein Produkt bereits in Verkehr gebracht wurde.
Hochrisiko-KI-Systeme, die von Behörden oder im behördlichen Auftrag eingesetzt werden, müssen in einer öffentlichen EU-Datenbank registriert werden, sofern sie nicht zu Zwecken der Strafverfolgung und im Bereich der Migration verwendet werden. Letztere müssen in einem nicht öffentlichen Teil der Datenbank registriert werden, auf den nur die zuständigen Aufsichtsbehörden zugreifen können.
Um die Einhaltung der Vorschriften über den gesamten Lebenszyklus des KI-Systems hinweg sicherzustellen, führen die Marktüberwachungsbehörden regelmäßige Audits durch, erleichtern die Produktüberwachung nach dem Inverkehrbringen und ermöglichen es den Anbietern, schwerwiegende Vorfälle oder Verstöße gegen die Grundrechte, von denen sie Kenntnis erhalten, freiwillig zu melden.  In Ausnahmefällen können die Behörden für bestimmte Hochrisiko-KI-Systeme, die in Verkehr gebracht werden sollen, Ausnahmen genehmigen.
Bei Verstößen werden die nationalen Behörden aufgrund dieser Anforderungen Zugang zu den Informationen erhalten, die nötig sind, um festzustellen, ob der Einsatz des KI-Systems rechtmäßig erfolgt ist."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,7,Welche Rolle spielt die Normung in der KI-Verordnung?,8,"Answer_No: 7
 Content: Im Rahmen der KI-Verordnung werden für Hochrisiko-KI-Systeme besondere Anforderungen gelten. Bei der Umsetzung dieser Anforderungen kommt den europäischen harmonisierten Normen eine Schlüsselrolle zu. 
Im Mai 2023 beauftragte die Europäische Kommission die europäischen Normungsorganisationen CEN und CENELEC mit der Entwicklung von Normen für solche Hochrisiko-Anwendungen. Dieser Normungsauftrag wird nun geändert, um ihn an den endgültigen Wortlaut der KI-Verordnung anzugleichen. 
Die europäischen Normungsorganisationen haben bis Ende April 2025 Zeit, um die Normen auszuarbeiten und zu veröffentlichen. Anschließend wird die Kommission diese Standards prüfen und gegebenenfalls billigen, sodass sie im Amtsblatt der EU veröffentlicht werden können. Sobald diese Normen veröffentlicht worden sind, wird bei KI-Systemen, die gemäß diesen Normen entwickelt wurden, angenommen, dass sie den Vorschriften entsprechen („Konformitätsvermutung“)."
EU_AI,German,text-embedding-3-small,./FAISS_storage/index_EU_AI_German_text-embedding-3-small,8,Wie erfolgt die Regulierung von KI-Modellen mit allgemeinem Verwendungszweck?,9,"Answer_No: 8
 Content: KI-Modelle mit allgemeinem Verwendungszweck, zu denen auch große generative KI-Modelle gehören, können für vielfältige Aufgaben eingesetzt werden. Dabei können einzelne Modelle in eine große Zahl von KI-Systemen integriert werden.
Es ist äußerst wichtig, dass der Anbieter eines KI-Systems, in das ein KI-Modell mit allgemeinem Verwendungszweck integriert ist, auf alle Informationen zugreifen kann, die er benötigt, um sicherzustellen, dass sein System sicher ist und der KI-Verordnung entspricht.
Deshalb sind die Anbieter solcher Modelle nach der KI-Verordnung verpflichtet, bestimmte Informationen gegenüber nachgelagerten Systemanbietern offenzulegen. Diese Transparenz ermöglicht ein besseres Verständnis dieser Modelle.
Außerdem müssen die Modellanbieter über Strategien verfügen, mit denen sie sicherstellen, dass beim Trainieren ihrer Modelle das Urheberrecht eingehalten wird.
Einige dieser Modelle könnten zudem systemische Risiken bergen, weil sie besonders leistungsfähig oder weitverbreitet sind.
Derzeit wird davon ausgegangen, dass KI-Modelle mit allgemeinem Verwendungszweck, die mit einer Gesamtrechenleistung von mehr als 10^25 FLOPs trainiert wurden, systemische Risiken bergen. Diesen Schwellenwert kann die Kommission dann in Anbetracht der technischen Fortschritte anpassen oder ergänzen, und in bestimmten Fällen kann sie auch andere Modelle anhand weiterer Kriterien (z. B. Anzahl der Nutzer oder Grad der Autonomie des Modells) als Modelle mit systemischen Risiken benennen.
Anbieter von Modellen mit systemischen Risiken müssen daher die Risiken bewerten und mindern, schwerwiegende Vorfälle melden, Tests und Modellbewertungen nach dem neuesten Stand der Technik durchführen und die Cybersicherheit ihrer Modelle gewährleisten.
Die Anbieter sind aufgefordert, mit dem KI-Büro und mit anderen Interessenträgern zusammenzuarbeiten, um einen Praxisleitfaden aufzustellen, der die Vorschriften präzisiert, damit ihre Modelle auf sichere und verantwortungsvolle Weise entwickelt werden. Dieser Praxisleitfaden soll als zentrales Instrument dienen, mit dem Anbieter von KI-Modellen mit allgemeinem Verwendungszweck die Einhaltung der Vorschriften nachweisen können."
